,Country,Total Cases,Total Death,Total Recovered,Active Cases,Serious Critical,Tot cases/1M pop,Deaths/1M pop,Total tests,Tests/ 1M pop,region,population,1 Case every X ppl,1 death every X ppl,1 Test every X ppl
292,DRC,"86,748","1,337  ","50,930","34,481",,919,14,"846,704","8,970",Africa,"94,398,074 ","1,088","70,604",111
293,Malawi,"85,707","2,628 ","81,660","1,419",67,"4,284",131,"567,114","28,344",Africa,"20,008,204 ",233,"7,613",35
294,French Guiana,"79,529",394 ,"11,254","67,881",4,"254,545","1,261","613,484","1,963,551",South America,"312,436 ",4,793,1
295,French Polynesia,"72,570",648 ,N/A,N/A,7,"255,713","2,283",,,Australia/Oceania,"283,795 ",4,438,
296,Eswatini,"70,014","1,395 ","68,554",65,11,"59,258","1,181","1,008,047","853,179",Africa,"1,181,519 ",17,847,1
297,Madagascar,"64,089","1,390 ","59,355","3,344",14,"2,213",48,"415,532","14,351",Africa,"28,955,799 ",452,"20,832",70
298,Barbados,"62,968",379 ,"59,521","3,068",,"218,638","1,316","626,701","2,176,038",North America,"288,001 ",5,760,0
299,New Caledonia,"60,385",312 ,"60,011",62,9,"207,954","1,074","98,964","340,812",Australia/Oceania,"290,377 ",5,931,3
300,Belize,"57,318",672 ,"56,466",180,6,"139,644","1,637","529,147","1,289,165",North America,"410,457 ",7,611,1
301,Syria,"55,750","3,147 ","51,879",724,,"3,054",172,"146,269","8,012",Asia,"18,256,030 ",327,"5,801",125
302,Bhutan,"45,056",14 ,"35,423","9,619",5,"57,271",18,"2,193,107","2,787,687",Asia,"786,712 ",17,"56,194",0
303,Curaçao,"41,153",270 ,"40,306",577,3,"248,981","1,634","494,095","2,989,334",North America,"165,286 ",4,612,0
304,Andorra,"40,328",153 ,"39,702",473,14,"520,462","1,975","249,838","3,224,340",Europe,"77,485 ",2,506,0
305,Mauritius,"37,176",985 ,"35,002","1,189",,"29,146",772,"358,675","281,199",Africa,"1,275,520 ",34,"1,295",4
306,Togo,"36,957",272 ,"36,659",26,,"4,286",32,"723,005","83,841",Africa,"8,623,488 ",233,"31,704",12
307,Faeroe Islands,"34,658",28 ,"7,693","26,937",5,"704,531",569,"778,000","15,815,258",Europe,"49,193 ",1,"1,757",0
308,Tanzania,"33,851",803 ,N/A,N/A,7,539,13,,,Africa,"62,756,770 ","1,854","78,153",
309,Lesotho,"32,910",697 ,"24,155","8,058",,"15,149",321,"431,221","198,496",Africa,"2,172,441 ",66,"3,117",5
310,Haiti,"30,586",835 ,"29,100",651,,"2,625",72,"132,422","11,367",North America,"11,649,630 ",381,"13,952",88
311,Isle of Man,"28,416",87 ,"26,794","1,535",,"331,061","1,014","150,753","1,756,352",Europe,"85,833 ",3,987,1
312,Somalia,"26,471","1,350 ","13,182","11,939",,"1,587",81,"400,466","24,007",Africa,"16,680,943 ",630,"12,356",42
313,Saint Lucia,"23,045",365 ,"22,616",64,1,"124,487","1,972","141,332","763,466",North America,"185,119 ",8,507,1
314,Cayman Islands,"21,121",25 ,"8,553","12,543",1,"314,797",373,"222,773","3,320,312",North America,"67,094 ",3,"2,684",0
315,Nicaragua,"18,491",225 ,"4,225","14,041",,"2,733",33,,,North America,"6,764,664 ",366,"30,065",
316,South Sudan,"17,356",138 ,"13,514","3,704",1,"1,519",12,"367,971","32,202",Africa,"11,427,024 ",658,"82,805",31
317,Liechtenstein,"16,834",84 ,"16,396",354,1,"439,266","2,192","102,174","2,666,127",Europe,"38,323 ",2,456,0
318,San Marino,"15,683",114 ,"15,225",344,4,"460,479","3,347","147,532","4,331,787",Europe,"34,058 ",2,299,0
319,CAR,"14,649",113 ,"6,859","7,677",2,"2,942",23,"81,294","16,327",Africa,"4,979,016 ",340,"44,062",61
320,Bermuda,"12,711",129 ,"12,362",220,,"205,450","2,085","848,492","13,714,332",North America,"61,869 ",5,480,0
321,Gambia,"11,990",365 ,"11,591",34,,"4,726",144,"155,686","61,359",Africa,"2,537,281 ",212,"6,951",16
322,Greenland,"11,971",21 ,"2,761","9,189",4,"210,220",369,"164,926","2,896,233",North America,"56,945 ",5,"2,712",0
323,Monaco,"11,261",54 ,"10,990",217,4,"283,388","1,359","54,960","1,383,094",Europe,"39,737 ",4,736,1
324,Sint Maarten,"9,888",86 ,"9,734",68,10,"226,058","1,966","62,056","1,418,715",North America,"43,741 ",4,509,1
325,Caribbean Netherlands,"9,341",34 ,"8,987",320,,"350,428","1,276","30,126","1,130,177",North America,"26,656 ",3,784,1
326,Tonga,"8,559",11 ,"6,772","1,776",,"79,379",102,"304,785","2,826,664",Australia/Oceania,"107,825 ",13,"9,802",0
327,Comoros,"8,100",160 ,"7,933",7,,"8,975",177,,,Africa,"902,519 ",111,"5,641",
328,Antigua and Barbuda,"7,523",135 ,"7,367",21,1,"75,706","1,359","18,901","190,206",North America,"99,371 ",13,736,5
329,Chad,"7,378",192 ,"4,874","2,312",,427,11,"191,341","11,084",Africa,"17,263,176 ","2,340","89,912",90
330,British Virgin Islands,"6,162",62 ,N/A,N/A,1,"201,445","2,027","102,294","3,344,143",North America,"30,589 ",5,493,0
331,Turks and Caicos,"5,923",36 ,"5,859",28,4,"149,390",908,"447,713","11,292,196",North America,"39,648 ",7,"1,101",0
332,Vanuatu,"5,536",6 ,"4,264","1,266",4,"17,306",19,"24,976","78,075",Australia/Oceania,"319,898 ",58,"53,316",13
333,Palau,"4,122",6 ,"3,803",313,,"225,900",329,"42,138","2,309,311",Australia/Oceania,"18,247 ",4,"3,041",0
334,Cook Islands,"3,584", ,"2,890",694,,"203,717",,"13,938","792,247",Australia/Oceania,"17,593 ",5,,1
335,Anguilla,"2,731",9 ,"2,716",6,4,"179,188",591,"51,382","3,371,301",North America,"15,241 ",6,"1,693",0
336,Wallis and Futuna,454,7 ,438,9,,"41,693",643,"20,508","1,883,369",Australia/Oceania,"10,889 ",24,"1,556",1
337,Falkland Islands,128, ,N/A,N/A,,"34,973",,"8,632","2,358,470",South America,"3,660 ",29,,0
338,Vatican City,29, ,29,0,,"36,025",,,,Europe,805 ,28,,
339,MS Zaandam,9,2 ,7,0,,,,,,, ,,,
340,Niue,7, ,7,0,,"4,253",,,,Australia/Oceania,"1,646 ",235,,
341,Saint Helena,2, ,2,0,,327,,,,Africa,"6,109 ","3,055",,
