,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious,Total Cases/1M pop,Death/1M pop,Total tests,Tests/ 1M pop,Population,Region
81,Lesotho,"32,910",,697 ,,"24,155",,"8,058",,"15,136",321,"431,221","198,327","2,174,295 ",Africa
82,Haiti,"30,746",,835 ,,"29,651",,260,,"2,636",72,"132,422","11,352","11,664,819 ",North America
83,Benin,"26,952",,163 ,,"25,506",,"1,283",5,"2,119",13,"604,310","47,501","12,722,176 ",Africa
84,Saint Lucia,"25,054",,370 ,,"23,944",,740,1,"135,273","1,998","143,281","773,610","185,211 ",North America
85,Congo,"24,079",,385 ,,"20,178",,"3,516",,"4,170",67,"347,815","60,235","5,774,299 ",Africa
86,Burkina Faso,"20,853",,382 ,,"20,439",,32,,949,17,"248,995","11,326","21,984,443 ",Africa
87,Gibraltar,"18,273",,102 ,,"16,579",,"1,592",,"542,676","3,029","534,283","15,867,278","33,672 ",Europe
88,South Sudan,"17,573",,138 ,,"13,514",,"3,921",1,"1,536",12,"395,064","34,529","11,441,362 ",Africa
89,Tajikistan,"17,388",,124 ,,"17,264",,0,,"1,749",12,,,"9,941,774 ",Asia
90,San Marino,"17,021",,115 ,,"16,723",,183,4,"499,648","3,376","152,231","4,468,708","34,066 ",Europe
91,Djibouti,"15,631",,189 ,,"15,427",,15,,"15,398",186,"305,941","301,387","1,015,110 ",Africa
92,Bermuda,"14,442",,137 ,,"13,945",,360,,"233,523","2,215","903,163","14,603,890","61,844 ",North America
93,Samoa,"12,382",,25 ,,"1,605",,"10,752",4,"61,632",124,"98,999","492,773","200,902 ",Australia/Oceania
94,Gambia,"11,999",,365 ,,"11,591",,43,,"4,715",143,"155,686","61,180","2,544,730 ",Africa
95,Yemen,"11,819",,"2,149 ",,"9,042",,628,23,380,69,"265,253","8,539","31,065,205 ",Asia
96,Saint Martin,"10,668",,63 ,,"1,399",,"9,206",7,"267,301","1,579","112,382","2,815,886","39,910 ",North America
97,Caribbean Netherlands,"10,044",,35 ,,"9,959",,50,,"376,419","1,312","30,126","1,129,033","26,683 ",North America
98,Niger,"9,031",,310 ,,"8,628",,93,1,349,12,"254,538","9,843","25,859,150 ",Africa
99,Guinea-Bissau,"8,246",,171 ,,"8,029",,46,6,"4,011",83,"137,803","67,033","2,055,746 ",Africa
100,Antigua and Barbuda,"7,982",,138 ,,"7,651",,193,1,"80,254","1,388","18,901","190,038","99,459 ",North America
101,Liberia,"7,455",,294 ,,"5,747",,"1,414",2,"1,411",56,"139,824","26,472","5,281,930 ",Africa
102,St. Vincent Grenadines,"6,848",,106 ,,"6,641",,101,,"61,359",950,"99,409","890,722","111,605 ",North America
103,Turks and Caicos,"6,097",,36 ,,"6,026",,35,4,"153,557",907,"512,050","12,896,361","39,705 ",North America
104,Saint Kitts and Nevis,"5,671",,43 ,,"5,570",,58,,"105,196",798,"70,707","1,311,599","53,909 ",North America
105,Palau,"4,967",,6 ,,"4,240",,721,1,"272,060",329,"51,089","2,798,324","18,257 ",Australia/Oceania
106,Anguilla,"3,203",,9 ,,"3,142",,52,4,"209,950",590,"51,382","3,367,986","15,256 ",North America
107,Saint Pierre Miquelon,"2,748",,1 ,,"2,449",,298,1,"478,662",174,"23,787","4,143,355","5,741 ",North America
108,Montserrat,915,,4 ,,749,,162,,"183,073",800,"12,010","2,402,961","4,998 ",North America
109,Diamond Princess,712,,13 ,,699,,0,,,,,, ,
110,Macao,82,, ,,82,,0,,123,,"5,375","8,070","666,037 ",Asia
111,Marshall Islands,17,, ,,14,,3,,284,,,,"59,944 ",Australia/Oceania
112,MS Zaandam,9,,2 ,,7,,0,,,,,, ,
113,Nauru,8,, ,,8,,0,,730,,,,"10,952 ",Australia/Oceania
114,Tuvalu,3,, ,,,,3,,249,,,,"12,067 ",Australia/Oceania
115,USA,"85,113,962","+53,287","1,029,121 ",+106,"81,701,524","+69,377","2,383,317","2,278","254,326","3,075","1,022,513,255","3,055,331","334,665,263 ",North America
116,India,"43,139,499","+1,106","524,459 ",,"42,599,102",,"15,938",698,"30,691",373,"847,092,226","602,653","1,405,606,396 ",Asia
117,France,"29,359,336","+4,386","147,917 ",+82,"28,609,930","+66,962","601,489","1,173","447,919","2,257","271,490,188","4,141,977","65,546,044 ",Europe
118,UK,"22,238,715",,"177,977 ",,"21,836,316","+17,105","224,422",188,"324,374","2,596","522,526,476","7,621,568","68,558,917 ",Europe
119,S. Korea,"17,967,672","+9,975","23,987 ",+22,"17,414,103","+42,223","529,582",229,"349,889",467,"15,804,065","307,757","51,352,437 ",Asia
120,Turkey,"15,063,203",+922,"98,929 ",+3,"14,961,011","+1,105","3,263",975,"175,049","1,150","161,664,811","1,878,697","86,051,554 ",Asia
121,Argentina,"9,178,795",,"128,825 ",,"8,895,999",,"153,971",300,"199,633","2,802","35,716,069","776,802","45,978,362 ",South America
122,Iran,"7,230,321",+268,"141,281 ",+7,"7,035,798","+1,812","53,242",649,"84,052","1,642","52,031,785","604,869","86,021,530 ",Asia
123,Colombia,"6,099,111",,"139,833 ",,"5,930,545",,"28,733",342,"117,502","2,694","34,792,844","670,301","51,906,279 ",South America
124,Poland,"6,005,596",+65,"116,268 ",,"5,335,262",+12,"554,066",981,"159,011","3,078","36,286,936","960,775","37,768,404 ",Europe
125,Ukraine,"5,009,301",,"108,497 ",,N/A,N/A,N/A,177,"115,854","2,509","19,521,252","451,482","43,238,126 ",Europe
126,Thailand,"4,415,593","+4,099","29,778 ",+29,"4,334,812","+8,856","51,003","1,496","62,963",425,"17,270,775","246,266","70,130,461 ",Asia
127,Belgium,"4,134,293",,"31,675 ",,"3,990,880","+6,764","111,738",105,"353,818","2,711","33,947,485","2,905,269","11,684,799 ",Europe
128,Portugal,"4,066,674",,"22,583 ",,N/A,N/A,N/A,61,"401,028","2,227","42,298,739","4,171,219","10,140,618 ",Europe
129,Czechia,"3,918,127",+62,"40,266 ",,"3,876,254",+501,"1,607",6,"364,597","3,747","55,366,573","5,152,072","10,746,468 ",Europe
130,Philippines,"3,689,132",+191,"60,455 ",,"3,626,406",+172,"2,271",480,"32,841",538,"30,029,881","267,329","112,333,137 ",Asia
131,Switzerland,"3,642,604",,"13,934 ",,"3,579,618","+3,619","49,052",71,"415,156","1,588","20,991,820","2,392,488","8,774,054 ",Europe
132,Greece,"3,422,233","+2,235","29,711 ",+21,"3,346,122","+4,750","46,400",151,"331,387","2,877","81,883,919","7,929,103","10,327,009 ",Europe
133,Romania,"2,906,285",+234,"65,654 ",+2,N/A,N/A,N/A,101,"152,998","3,456","23,065,296","1,214,243","18,995,613 ",Europe
134,Sweden,"2,506,607",,"18,908 ",,"2,480,483",+413,"7,216",7,"245,311","1,850","18,573,144","1,817,672","10,218,095 ",Europe
135,Serbia,"2,015,382",+296,"16,068 ",+3,"1,992,675",+595,"6,639",8,"232,429","1,853","9,656,839","1,113,697","8,670,976 ",Europe
136,Hungary,"1,914,697",,"46,446 ",,"1,830,803",,"37,448",21,"199,156","4,831","11,394,556","1,185,195","9,614,073 ",Europe
137,Jordan,"1,694,216",,"14,048 ",,"1,678,941",,"1,227",124,"162,995","1,352","16,670,254","1,603,793","10,394,269 ",Asia
138,Ireland,"1,551,835",,"7,244  ",,"1,525,470","+1,546","19,121",28,"307,790","1,437","12,193,391","2,418,429","5,041,865 ",Europe
139,Norway,"1,431,697",+406,"3,094 ",,N/A,N/A,N/A,20,"260,250",562,"11,002,430","1,999,994","5,501,232 ",Europe
140,Kazakhstan,"1,305,697",+6,"13,661 ",,"1,291,885",+5,151,24,"68,003",711,"11,575,012","602,849","19,200,508 ",Asia
141,Hong Kong,"1,210,586",+190,"9,370 ",,N/A,N/A,N/A,5,"159,042","1,231","44,972,952","5,908,356","7,611,754 ",Asia
142,Bulgaria,"1,163,706",+293,"37,106 ",+13,"1,044,355","+1,716","82,245",41,"169,890","5,417","9,971,266","1,455,706","6,849,781 ",Europe
143,New Zealand,"1,105,317","+6,067","1,017 ",+10,"1,049,783","+7,105","54,517",,"220,971",203,"7,153,172","1,430,034","5,002,100 ",Australia/Oceania
144,Lebanon,"1,098,640",+64,"10,418 ",+1,"1,085,901",+219,"2,321",186,"162,334","1,539","4,795,578","708,589","6,767,784 ",Asia
145,Lithuania,"1,061,549",+14,"9,134 ",,"1,035,276",+141,"17,139",11,"400,485","3,446","9,967,630","3,760,432","2,650,661 ",Europe
146,Slovenia,"1,022,600",+86,"6,630 ",+1,"1,009,441",+199,"6,529",7,"491,758","3,188","2,662,274","1,280,261","2,079,477 ",Europe
147,Nepal,"979,076",+8,"11,952 ",,"966,991",+16,133,,"32,500",397,"5,687,735","188,801","30,125,552 ",Asia
148,UAE,"905,151",+321,"2,302 ",,"888,939",+355,"13,910",,"89,478",228,"160,728,161","15,888,685","10,115,888 ",Asia
149,Costa Rica,"877,533",,"8,472 ",,"848,035",,"21,026",38,"169,346","1,635","4,487,906","866,074","5,181,896 ",North America
150,Guatemala,"856,576",+80,"17,969 ",+15,"836,034",+158,"2,573",5,"46,199",969,"4,608,728","248,572","18,540,831 ",North America
151,Latvia,"827,201",+345,"5,815 ",+2,"818,845",+588,"2,541",7,"447,894","3,149","7,241,076","3,920,733","1,846,868 ",Europe
152,Saudi Arabia,"763,692",+650,"9,131 ",+1,"748,030",+538,"6,531",73,"21,310",255,"42,358,052","1,181,969","35,836,864 ",Asia
153,Paraguay,"650,283",,"18,885 ",,"624,673",,"6,725",4,"89,106","2,588","2,633,737","360,892","7,297,859 ",South America
154,Myanmar,"613,227",+5,"19,434 ",,"592,189",+3,"1,604",,"11,130",353,"8,147,519","147,873","55,098,088 ",Asia
155,Bahrain,"581,866",+495,"1,483 ",+1,"576,076",+606,"4,307",5,"320,920",818,"9,819,506","5,415,803","1,813,121 ",Asia
156,Estonia,"575,046",,"2,561 ",,"516,588",,"55,897",4,"432,945","1,928","3,357,306","2,527,677","1,328,218 ",Europe
157,Moldova,"517,753",,"11,503 ",,"504,142",,"2,108",49,"128,914","2,864","3,216,305","800,818","4,016,275 ",Europe
158,Libya,"501,904",,"6,430 ",,"490,973",,"4,501",101,"71,216",912,"2,477,219","351,498","7,047,599 ",Africa
159,Ethiopia,"471,423",+50,"7,512 ",,"455,815",+5,"8,096",10,"3,918",62,"4,871,615","40,484","120,335,347 ",Africa
160,Honduras,"424,859",+88,"10,896 ",,"132,401",,"281,562",105,"41,645","1,068","1,372,779","134,562","10,201,836 ",North America
161,Réunion,"411,363",,770 ,,"403,795",,"6,798",10,"453,358",849,"1,603,660","1,767,374","907,369 ",Africa
162,Bosnia and Herzegovina,"377,745",+36,"15,785 ",+2,N/A,N/A,N/A,,"116,504","4,868","1,772,985","546,825","3,242,324 ",Europe
163,Kenya,"324,274",+32,"5,651 ",,"318,324",+48,299,,"5,790",101,"3,650,765","65,186","56,005,746 ",Africa
164,North Macedonia,"311,350",+151,"9,297 ",,"301,545",+184,508,,"149,457","4,463","2,042,804","980,603","2,083,213 ",Europe
165,Albania,"275,881",+17,"3,497 ",,"272,162",+37,222,2,"96,063","1,218","1,823,510","634,956","2,871,868 ",Europe
166,Nigeria,"255,937",,"3,143 ",,"249,996",,"2,798",11,"1,186",15,"5,152,011","23,877","215,777,439 ",Africa
167,Luxembourg,"244,182",,"1,073 ",,"235,939",,"7,170",,"378,463","1,663","4,248,188","6,584,368","645,193 ",Europe
168,Montenegro,"236,762",+41,"2,719 ",,"233,404",+42,639,6,"376,880","4,328","2,470,598","3,932,721","628,216 ",Europe
169,China,"223,332",+187,"5,223 ",+1,"213,834",+316,"4,275",193,155,4,"160,000,000","111,163","1,439,323,776 ",Asia
170,Kyrgyzstan,"200,993",,"2,991 ",,"196,406",,"1,596",131,"29,877",445,"1,907,195","283,501","6,727,287 ",Asia
171,Afghanistan,"179,716",,"7,698 ",,"162,741",,"9,277","1,124","4,428",190,"958,454","23,618","40,582,247 ",Asia
172,Namibia,"164,953",+103,"4,033 ",+1,"157,953",+138,"2,967",,"62,774","1,535","1,030,613","392,208","2,627,723 ",Africa
173,El Salvador,"162,089",,"4,131 ",+1,"150,662",,"7,296",8,"24,754",631,"1,950,448","297,871","6,547,961 ",North America
174,Trinidad and Tobago,"158,668",+443,"3,895 ",+2,"145,462",+659,"9,311",18,"112,687","2,766","738,081","524,191","1,408,039 ",North America
175,Brunei ,"146,775",+269,222 ,+1,"144,943",+271,"1,610",,"329,547",498,"717,784","1,611,607","445,384 ",Asia
176,Cambodia,"136,262",,"3,056 ",,"133,201",,5,,"7,943",178,"2,964,585","172,806","17,155,558 ",Asia
177,Rwanda,"129,988",+10,"1,459 ",,"45,522",,"83,007",,"9,588",108,"5,390,797","397,614","13,557,875 ",Africa
178,Angola,"99,194",,"1,900 ",,"97,149",,145,,"2,851",55,"1,499,795","43,104","34,794,535 ",Africa
179,DRC,"87,633",,"1,338 ",,"50,930",,"35,365",,925,14,"846,704","8,941","94,696,994 ",Africa
180,Malawi,"85,935",+6,"2,638 ",,"82,848",+49,449,67,"4,283",131,"581,687","28,994","20,062,407 ",Africa
181,Ivory Coast,"82,070",+26,799 ,,"81,235",+22,36,,"2,972",29,"1,515,956","54,905","27,610,458 ",Africa
182,Barbados,"79,049",+130,440 ,,"74,772",+575,"3,837",,"274,439","1,528","680,193","2,361,461","288,039 ",North America
183,French Polynesia,"72,876",+18,649 ,,N/A,N/A,N/A,7,"256,631","2,285",,,"283,972 ",Australia/Oceania
184,Fiji,"64,898",+3,862 ,,"63,010",+79,"1,026",,"71,418",949,"526,353","579,235","908,703 ",Australia/Oceania
185,Guyana,"64,297",+21,"1,231 ",,"62,515",+59,551,,"81,008","1,551","620,491","781,756","793,714 ",South America
186,New Caledonia,"61,514",,312 ,,"60,620",,582,9,"211,623","1,073","98,964","340,460","290,677 ",Australia/Oceania
187,Mauritania,"59,047",+22,982 ,,"57,797",+21,268,,"12,099",201,"825,510","169,155","4,880,196 ",Africa
188,Cabo Verde,"56,172",,401 ,,"55,669",,102,23,"99,002",707,"400,982","706,723","567,382 ",Africa
189,Gabon,"47,622",,304 ,,"47,303",,15,,"20,484",131,"1,595,381","686,243","2,324,806 ",Africa
190,Seychelles,"43,729",,167 ,,"43,040",,522,,"439,505","1,678",,,"99,496 ",Africa
191,Andorra,"42,572",,153 ,,"41,757",,662,14,"549,330","1,974","249,838","3,223,799","77,498 ",Europe
192,Mauritius,"37,985",+16,996 ,,"36,327",+38,662,,"29,775",781,"358,675","281,148","1,275,750 ",Africa
193,Togo,"37,049",+3,273 ,,"36,750",+3,26,,"4,286",32,"738,358","85,411","8,644,750 ",Africa
194,Aruba,"36,316",,213 ,,"35,808",,295,,"337,443","1,979","177,885","1,652,884","107,621 ",North America
195,Faeroe Islands,"34,658",,28 ,,N/A,N/A,N/A,5,"704,245",569,"778,000","15,808,831","49,213 ",Europe
196,Lesotho,"32,910",,697 ,,"24,155",,"8,058",,"15,136",321,"431,221","198,327","2,174,295 ",Africa
197,Haiti,"30,746",,835 ,,"29,651",,260,,"2,636",72,"132,422","11,352","11,664,819 ",North America
198,Benin,"26,952",,163 ,,"25,506",,"1,283",5,"2,119",13,"604,310","47,501","12,722,176 ",Africa
199,Saint Lucia,"25,054",+97,370 ,,"23,944",+186,740,1,"135,273","1,998","143,281","773,610","185,211 ",North America
200,Congo,"24,079",,385 ,,"20,178",,"3,516",,"4,170",67,"347,815","60,235","5,774,299 ",Africa
201,Burkina Faso,"20,853",,382 ,,"20,439",,32,,949,17,"248,995","11,326","21,984,443 ",Africa
202,Gibraltar,"18,273",,102 ,,"16,579",,"1,592",,"542,676","3,029","534,283","15,867,278","33,672 ",Europe
203,South Sudan,"17,573",,138 ,,"13,514",,"3,921",1,"1,536",12,"395,064","34,529","11,441,362 ",Africa
204,Tajikistan,"17,388",,124 ,,"17,264",,0,,"1,749",12,,,"9,941,774 ",Asia
205,San Marino,"17,021",+30,115 ,,"16,723",+43,183,4,"499,648","3,376","152,231","4,468,708","34,066 ",Europe
206,Djibouti,"15,631",,189 ,,"15,427",,15,,"15,398",186,"305,941","301,387","1,015,110 ",Africa
207,Bermuda,"14,442",,137 ,,"13,945",,360,,"233,523","2,215","903,163","14,603,890","61,844 ",North America
208,Samoa,"12,382",,25 ,,"1,605",,"10,752",4,"61,632",124,"98,999","492,773","200,902 ",Australia/Oceania
209,Gambia,"11,999",,365 ,,"11,591",,43,,"4,715",143,"155,686","61,180","2,544,730 ",Africa
210,Yemen,"11,819",,"2,149 ",,"9,042",,628,23,380,69,"265,253","8,539","31,065,205 ",Asia
211,Saint Martin,"10,668",+66,63 ,,"1,399",,"9,206",7,"267,301","1,579","112,382","2,815,886","39,910 ",North America
212,Caribbean Netherlands,"10,044",+58,35 ,,"9,959",+73,50,,"376,419","1,312","30,126","1,129,033","26,683 ",North America
213,Niger,"9,031",,310 ,,"8,628",,93,1,349,12,"254,538","9,843","25,859,150 ",Africa
214,Guinea-Bissau,"8,246",,171 ,,"8,029",,46,6,"4,011",83,"137,803","67,033","2,055,746 ",Africa
215,Antigua and Barbuda,"7,982",+40,138 ,,"7,651",+28,193,1,"80,254","1,388","18,901","190,038","99,459 ",North America
216,Liberia,"7,455",,294 ,,"5,747",,"1,414",2,"1,411",56,"139,824","26,472","5,281,930 ",Africa
217,St. Vincent Grenadines,"6,848",,106 ,,"6,641",,101,,"61,359",950,"99,409","890,722","111,605 ",North America
218,Turks and Caicos,"6,097",,36 ,,"6,026",,35,4,"153,557",907,"512,050","12,896,361","39,705 ",North America
